id,'checking_status','duration','credit_history','purpose','credit_amount','savings_status','employment','installment_commitment','personal_status','other_parties','residence_since','property_magnitude','age','other_payment_plans','housing','existing_credits','job','num_dependents','own_telephone','foreign_worker','class'
LON360,<0,30,existing paid,furniture/equipment,264660,Less than 10000,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,none,yes,bad
LON361,0<=X<200,18,existing paid,education,136290,No Savings,1<=X<4,4,male single,none,4,no known property,61,none,for free,1,skilled,1,none,yes,good
LON362,>=200,12,existing paid,radio/tv,373890,No Savings,>=7,2,male single,none,3,car,37,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
LON363,>=200,12,delayed previously,new car,247170,Less than 10000,1<=X<4,2,female div/dep/mar,none,2,car,36,stores,own,2,skilled,1,yes,yes,good
LON364,no checking,6,existing paid,furniture/equipment,194260,Less than 10000,1<=X<4,1,male mar/wid,none,2,life insurance,21,none,rent,1,skilled,1,none,yes,good
LON365,<0,18,existing paid,furniture/equipment,272030,Less than 10000,unemployed,4,male single,none,1,car,25,none,own,1,unemp/unskilled non res,1,none,yes,bad
LON366,no checking,12,existing paid,business,169620,Less than 10000,4<=X<7,2,male single,none,4,car,36,none,own,1,skilled,1,yes,yes,good
LON367,no checking,18,critical/other existing credit,used car,423500,Less than 10000,4<=X<7,3,male single,none,1,car,27,none,own,2,skilled,1,none,yes,good
LON368,<0,18,existing paid,furniture/equipment,401500,Less than 10000,<1,1,female div/dep/mar,none,4,car,22,none,rent,1,skilled,1,none,yes,good
LON369,<0,36,existing paid,furniture/equipment,379060,Less than 10000,>=7,4,male single,none,2,car,42,none,own,1,skilled,2,none,yes,bad
LON370,0<=X<200,18,existing paid,furniture/equipment,330110,Less than 10000,4<=X<7,2,female div/dep/mar,none,4,real estate,40,none,rent,1,skilled,1,none,yes,good
LON371,no checking,36,existing paid,new car,338690,No Savings,1<=X<4,4,male single,none,4,real estate,36,none,own,1,skilled,1,none,yes,good
LON372,no checking,18,critical/other existing credit,radio/tv,667700,Less than 10000,>=7,3,male single,none,4,car,33,none,own,2,skilled,1,yes,yes,good
LON373,no checking,10,critical/other existing credit,furniture/equipment,236060,Less than 10000,<1,1,female div/dep/mar,none,3,real estate,23,none,rent,2,skilled,1,none,yes,good
LON374,no checking,60,critical/other existing credit,new car,1513160,No Savings,>=7,2,male single,none,4,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON375,0<=X<200,60,all paid,other,1626020,10000 - 49999,>=7,3,female div/dep/mar,none,4,no known property,60,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON376,<0,48,all paid,business,845350,Less than 10000,4<=X<7,2,female div/dep/mar,guarantor,4,car,37,none,rent,1,skilled,1,none,yes,bad
LON377,no checking,18,delayed previously,radio/tv,255200,Less than 10000,unemployed,2,male mar/wid,none,3,real estate,34,none,own,2,skilled,1,none,yes,good
LON378,no checking,7,delayed previously,radio/tv,93060,No Savings,>=7,3,male single,none,4,no known property,36,none,for free,1,skilled,1,none,yes,good
LON379,0<=X<200,36,existing paid,new car,1574980,Less than 10000,>=7,4,male single,none,2,no known property,57,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON380,no checking,6,critical/other existing credit,new car,39820,10000 - 49999,1<=X<4,4,female div/dep/mar,none,4,car,52,none,own,2,unskilled resident,1,none,yes,good
LON381,<0,20,existing paid,furniture/equipment,243320,No Savings,4<=X<7,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
LON382,0<=X<200,18,existing paid,used car,1427360,Less than 10000,unemployed,3,female div/dep/mar,none,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON383,no checking,22,existing paid,new car,141130,No Savings,4<=X<7,4,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,yes,good
LON384,>=200,12,existing paid,new car,146300,Less than 10000,<1,4,male single,none,1,real estate,26,none,own,1,skilled,1,none,yes,good
LON385,no checking,30,delayed previously,business,469920,10000 - 49999,1<=X<4,2,male single,none,2,life insurance,26,none,own,2,unskilled resident,1,none,yes,good
LON386,no checking,18,critical/other existing credit,radio/tv,246180,Less than 10000,1<=X<4,2,female div/dep/mar,none,1,car,25,none,own,2,skilled,1,none,yes,good
LON387,no checking,18,existing paid,radio/tv,123860,No Savings,<1,4,female div/dep/mar,none,2,real estate,21,none,rent,1,skilled,1,yes,yes,good
LON388,0<=X<200,18,critical/other existing credit,furniture/equipment,811140,Less than 10000,unemployed,4,male single,none,4,life insurance,40,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON389,0<=X<200,15,critical/other existing credit,business,255860,50000 - 99999,1<=X<4,2,male single,none,4,car,27,bank,own,1,skilled,1,none,yes,good
LON390,no checking,9,existing paid,business,159390,Less than 10000,4<=X<7,3,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,yes,good
LON391,no checking,18,existing paid,new car,200200,Less than 10000,1<=X<4,2,male mar/wid,none,2,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON392,0<=X<200,12,existing paid,furniture/equipment,108130,"1,00000 or Above",<1,1,female div/dep/mar,none,4,real estate,19,none,rent,1,unskilled resident,1,none,yes,good
LON393,<0,36,existing paid,new car,357390,Less than 10000,4<=X<7,2,male single,none,4,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,good
LON394,<0,6,critical/other existing credit,radio/tv,215270,Less than 10000,4<=X<7,1,female div/dep/mar,none,4,car,31,none,own,1,skilled,1,none,yes,good
LON395,no checking,9,critical/other existing credit,furniture/equipment,264660,Less than 10000,unemployed,2,male single,none,3,car,31,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
LON396,0<=X<200,39,delayed previously,education,1293600,10000 - 49999,4<=X<7,2,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,good
LON397,<0,12,existing paid,furniture/equipment,283580,Less than 10000,unemployed,3,female div/dep/mar,none,4,no known property,55,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
LON398,<0,36,critical/other existing credit,furniture/equipment,258280,Less than 10000,1<=X<4,3,male mar/wid,none,2,life insurance,46,none,own,2,skilled,1,yes,yes,good
LON399,0<=X<200,12,existing paid,new car,134530,Less than 10000,>=7,1,male div/sep,none,1,real estate,46,none,rent,2,skilled,1,none,yes,bad
LON400,no checking,24,critical/other existing credit,radio/tv,166760,"1,00000 or Above",1<=X<4,4,female div/dep/mar,none,1,real estate,43,none,own,2,unskilled resident,1,none,yes,good
LON401,no checking,18,existing paid,radio/tv,162030,Less than 10000,<1,3,male mar/wid,none,4,real estate,39,none,own,1,skilled,1,yes,yes,good
LON402,0<=X<200,18,critical/other existing credit,business,207570,No Savings,1<=X<4,4,male mar/wid,none,4,real estate,28,bank,own,2,skilled,1,none,yes,good
LON403,no checking,24,delayed previously,business,951280,Less than 10000,<1,2,male single,none,2,car,27,bank,own,2,skilled,1,yes,yes,bad
LON404,no checking,14,delayed previously,new car,88220,Less than 10000,1<=X<4,4,male single,none,2,car,27,none,own,2,unskilled resident,1,none,yes,good
LON405,0<=X<200,18,delayed previously,new car,318890,No Savings,>=7,4,male single,none,4,car,43,none,own,1,skilled,2,none,yes,good
LON406,0<=X<200,24,existing paid,radio/tv,224290,Less than 10000,<1,1,male mar/wid,none,1,life insurance,22,none,own,1,skilled,1,yes,yes,bad
LON407,no checking,24,critical/other existing credit,used car,241670,No Savings,4<=X<7,4,male single,none,4,car,43,none,own,2,skilled,2,yes,yes,good
LON408,<0,15,existing paid,radio/tv,115830,Less than 10000,<1,4,male mar/wid,none,2,real estate,27,none,own,1,skilled,1,none,no,good
LON409,no checking,24,existing paid,radio/tv,355850,50000 - 99999,>=7,3,male div/sep,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON410,>=200,12,critical/other existing credit,new car,103290,50000 - 99999,4<=X<7,4,male mar/wid,none,2,real estate,28,none,own,3,skilled,1,yes,yes,bad
LON411,0<=X<200,24,existing paid,radio/tv,216370,Less than 10000,>=7,4,female div/dep/mar,none,4,car,20,none,own,1,skilled,1,yes,yes,good
LON412,no checking,33,critical/other existing credit,used car,797830,Less than 10000,4<=X<7,3,male single,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON413,no checking,12,critical/other existing credit,business,252120,Less than 10000,unemployed,4,male single,none,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON414,no checking,10,existing paid,new car,175670,50000 - 99999,1<=X<4,3,male single,none,2,no known property,40,none,rent,1,unskilled resident,2,none,no,good
LON415,<0,24,existing paid,new car,151910,No Savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,yes,bad
LON416,no checking,36,critical/other existing credit,used car,642620,Less than 10000,>=7,2,male single,none,2,life insurance,35,none,own,2,skilled,2,yes,yes,good
LON417,<0,12,existing paid,new car,283690,Less than 10000,<1,4,male single,none,1,real estate,33,none,own,1,unskilled resident,2,none,yes,bad
LON418,<0,18,delayed previously,education,931810,No Savings,1<=X<4,1,female div/dep/mar,none,2,car,23,none,rent,2,skilled,1,yes,yes,good
LON419,no checking,21,existing paid,new car,306020,50000 - 99999,4<=X<7,1,female div/dep/mar,none,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
LON420,0<=X<200,18,existing paid,new car,114620,No Savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,33,none,own,1,skilled,1,none,yes,bad
LON421,no checking,15,existing paid,new car,350460,"1,00000 or Above",4<=X<7,2,female div/dep/mar,none,3,car,20,none,rent,1,skilled,1,none,yes,good
LON422,0<=X<200,12,existing paid,used car,223080,No Savings,1<=X<4,4,male single,none,2,car,30,none,own,1,skilled,1,none,yes,good
LON423,0<=X<200,12,critical/other existing credit,new car,105380,Less than 10000,4<=X<7,2,male single,none,3,real estate,47,none,own,2,unskilled resident,2,none,yes,good
LON424,no checking,21,delayed previously,furniture/equipment,175010,10000 - 49999,4<=X<7,4,male single,none,3,real estate,34,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
LON425,0<=X<200,12,existing paid,furniture/equipment,303820,No Savings,>=7,1,female div/dep/mar,none,2,life insurance,25,bank,own,1,skilled,1,yes,yes,bad
LON426,0<=X<200,18,existing paid,used car,305690,Less than 10000,1<=X<4,1,male mar/wid,none,3,car,21,none,rent,1,skilled,1,yes,yes,good
LON427,no checking,28,critical/other existing credit,radio/tv,301730,Less than 10000,>=7,4,male single,none,2,car,29,none,own,2,skilled,1,none,yes,good
LON428,no checking,18,critical/other existing credit,radio/tv,126390,"1,00000 or Above",1<=X<4,4,male single,none,3,real estate,46,none,own,2,skilled,1,none,yes,good
LON429,no checking,9,existing paid,furniture/equipment,144430,Less than 10000,>=7,1,male single,none,4,car,20,none,own,1,skilled,1,none,yes,good
LON430,<0,18,critical/other existing credit,repairs,130900,Less than 10000,unemployed,2,female div/dep/mar,none,4,no known property,55,none,for free,3,unemp/unskilled non res,2,none,yes,bad
LON431,no checking,5,existing paid,business,379280,Less than 10000,4<=X<7,1,male single,none,4,real estate,74,none,own,1,unskilled resident,1,none,yes,good
LON432,0<=X<200,24,existing paid,other,1246080,Less than 10000,1<=X<4,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON433,<0,6,critical/other existing credit,furniture/equipment,205920,Less than 10000,unemployed,4,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
LON434,no checking,24,critical/other existing credit,repairs,226380,Less than 10000,1<=X<4,4,male div/sep,none,2,real estate,33,none,own,2,skilled,1,yes,yes,good
LON435,<0,9,existing paid,furniture/equipment,234960,Less than 10000,1<=X<4,3,male single,none,2,real estate,25,none,own,1,skilled,1,none,yes,good
LON436,0<=X<200,12,existing paid,radio/tv,163240,No Savings,1<=X<4,2,male mar/wid,none,1,real estate,25,none,own,1,skilled,1,yes,yes,bad
LON437,no checking,6,existing paid,repairs,72600,50000 - 99999,4<=X<7,2,male mar/wid,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,good
LON438,no checking,24,critical/other existing credit,new car,141570,"1,00000 or Above",>=7,4,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,yes,yes,good
LON439,<0,42,critical/other existing credit,repairs,373340,Less than 10000,unemployed,4,male single,co applicant,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes,good
LON440,>=200,12,all paid,business,66990,Less than 10000,<1,4,female div/dep/mar,none,1,real estate,26,none,own,1,unemp/unskilled non res,1,none,yes,bad
LON441,no checking,12,existing paid,new car,207240,Less than 10000,>=7,4,male single,none,4,car,39,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON442,<0,12,existing paid,furniture/equipment,178200,Less than 10000,1<=X<4,2,female div/dep/mar,co applicant,3,life insurance,30,none,own,1,skilled,1,none,yes,good
LON443,0<=X<200,20,delayed previously,other,289190,Less than 10000,1<=X<4,2,male single,none,3,car,29,bank,own,2,skilled,1,yes,yes,good
LON444,no checking,12,existing paid,education,79090,Less than 10000,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,bad
LON445,0<=X<200,48,critical/other existing credit,furniture/equipment,560560,Less than 10000,1<=X<4,2,female div/dep/mar,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON446,no checking,9,critical/other existing credit,education,136840,No Savings,>=7,4,female div/dep/mar,none,4,life insurance,41,none,rent,2,unskilled resident,1,none,yes,good
LON447,<0,36,existing paid,new car,202620,Less than 10000,<1,4,female div/dep/mar,none,4,car,34,none,own,1,skilled,1,yes,yes,bad
LON448,0<=X<200,7,existing paid,radio/tv,283360,Less than 10000,1<=X<4,2,male single,guarantor,2,real estate,35,none,own,1,skilled,1,none,yes,good
LON449,>=200,12,existing paid,furniture/equipment,156640,No Savings,>=7,3,female div/dep/mar,none,4,real estate,55,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON450,0<=X<200,15,delayed previously,repairs,166320,"1,00000 or Above",1<=X<4,3,male mar/wid,none,3,life insurance,61,stores,own,2,skilled,1,none,yes,bad
LON451,no checking,36,critical/other existing credit,used car,1215940,No Savings,1<=X<4,4,male single,none,2,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON452,no checking,6,existing paid,radio/tv,56980,Less than 10000,1<=X<4,3,female div/dep/mar,none,1,real estate,29,none,own,1,skilled,1,none,yes,good
LON453,no checking,12,no credits/all paid,furniture/equipment,303490,Less than 10000,>=7,2,male single,none,4,life insurance,34,none,own,2,skilled,1,none,yes,good
LON454,no checking,24,existing paid,used car,293700,Less than 10000,>=7,4,male single,none,4,car,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON455,<0,24,existing paid,new car,529870,Less than 10000,4<=X<7,2,male single,co applicant,3,life insurance,31,none,own,1,skilled,1,yes,yes,bad
LON456,no checking,24,existing paid,used car,294690,Less than 10000,<1,4,female div/dep/mar,none,1,no known property,29,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON457,<0,11,critical/other existing credit,new car,429550,Less than 10000,1<=X<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,good
LON458,<0,12,existing paid,used car,372460,Less than 10000,>=7,3,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,yes,bad
LON459,<0,6,existing paid,domestic appliance,37730,Less than 10000,<1,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
LON460,no checking,18,existing paid,radio/tv,505340,Less than 10000,<1,3,male single,none,2,car,32,none,own,1,skilled,1,yes,yes,good
LON461,<0,36,existing paid,furniture/equipment,398200,Less than 10000,1<=X<4,1,male single,guarantor,2,life insurance,37,none,own,1,skilled,2,none,yes,good
LON462,<0,15,existing paid,new car,189310,Less than 10000,<1,2,male single,none,3,real estate,36,none,own,1,skilled,1,none,yes,good
LON463,0<=X<200,12,existing paid,furniture/equipment,331870,Less than 10000,<1,3,female div/dep/mar,none,1,real estate,34,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
LON464,0<=X<200,12,existing paid,retraining,82940,No Savings,>=7,4,male single,none,4,life insurance,38,none,own,2,skilled,1,none,yes,good
LON465,no checking,18,existing paid,business,214500,Less than 10000,4<=X<7,4,male single,none,1,car,34,stores,own,2,skilled,1,yes,yes,good
LON466,<0,24,existing paid,used car,321640,Less than 10000,1<=X<4,3,male single,guarantor,4,no known property,63,bank,own,1,skilled,2,yes,yes,good
LON467,<0,24,delayed previously,radio/tv,182490,Less than 10000,<1,4,female div/dep/mar,none,2,car,29,none,rent,1,unskilled resident,1,yes,yes,bad
LON468,no checking,48,delayed previously,radio/tv,796180,No Savings,>=7,3,male single,none,3,car,32,bank,own,2,skilled,2,none,yes,good
LON469,no checking,33,delayed previously,business,304040,Less than 10000,1<=X<4,2,female div/dep/mar,none,2,car,26,none,own,2,skilled,1,yes,yes,good
LON470,no checking,24,delayed previously,used car,514690,Less than 10000,4<=X<7,3,male single,none,3,car,35,none,own,2,unskilled resident,1,yes,yes,good
LON471,0<=X<200,24,existing paid,radio/tv,340120,10000 - 49999,<1,3,male mar/wid,none,2,car,22,none,rent,1,skilled,1,yes,yes,bad
LON472,<0,6,existing paid,education,49280,Less than 10000,<1,4,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,none,yes,bad
LON473,<0,9,existing paid,new car,71940,Less than 10000,1<=X<4,4,male single,none,3,car,28,none,own,1,unskilled resident,1,none,yes,bad
LON474,no checking,6,existing paid,retraining,136180,No Savings,unemployed,4,male single,none,4,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
LON475,0<=X<200,18,critical/other existing credit,radio/tv,136950,Less than 10000,1<=X<4,4,male mar/wid,none,2,car,33,none,own,1,skilled,1,none,yes,bad
LON476,<0,18,no credits/all paid,furniture/equipment,342540,Less than 10000,<1,1,female div/dep/mar,none,4,life insurance,26,none,rent,1,skilled,1,none,yes,bad
LON477,no checking,39,existing paid,used car,282590,50000 - 99999,1<=X<4,4,male single,none,4,car,24,none,own,1,skilled,1,none,yes,good
LON478,>=200,24,existing paid,radio/tv,566720,Less than 10000,4<=X<7,4,male single,none,2,car,25,bank,own,1,skilled,1,none,yes,good
LON479,0<=X<200,12,existing paid,business,114070,10000 - 49999,4<=X<7,3,male single,none,4,real estate,39,none,own,1,unskilled resident,1,none,yes,good
LON480,<0,15,critical/other existing credit,furniture/equipment,162580,Less than 10000,>=7,4,male single,none,4,car,44,none,own,2,skilled,2,yes,yes,good
LON481,0<=X<200,12,critical/other existing credit,radio/tv,393030,Less than 10000,1<=X<4,1,female div/dep/mar,none,1,real estate,23,none,own,1,unskilled resident,1,none,yes,good
LON482,0<=X<200,24,existing paid,new car,132110,Less than 10000,<1,4,male single,none,1,life insurance,26,none,own,1,skilled,1,none,yes,good
LON483,<0,30,existing paid,furniture/equipment,398420,"1,00000 or Above",>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,skilled,1,yes,yes,good
LON484,no checking,15,delayed previously,furniture/equipment,105600,"1,00000 or Above",4<=X<7,3,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,yes,good
LON485,no checking,12,critical/other existing credit,new car,127930,50000 - 99999,1<=X<4,4,male single,none,4,real estate,44,none,own,1,skilled,1,yes,yes,good
LON486,0<=X<200,6,delayed previously,new car,132990,Less than 10000,unemployed,4,male single,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON487,no checking,12,existing paid,radio/tv,338470,Less than 10000,1<=X<4,2,male single,none,4,car,52,none,own,1,skilled,1,yes,yes,good
LON488,no checking,24,existing paid,new car,413270,Less than 10000,>=7,4,female div/dep/mar,co applicant,4,no known property,62,none,for free,1,skilled,1,yes,yes,good
LON489,no checking,10,existing paid,new car,155980,10000 - 49999,1<=X<4,3,male single,none,2,real estate,35,none,rent,1,unskilled resident,1,none,no,good
LON490,no checking,6,existing paid,new car,386980,Less than 10000,1<=X<4,2,male single,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,yes,good
LON491,no checking,12,critical/other existing credit,radio/tv,212740,Less than 10000,>=7,2,male single,none,2,no known property,26,none,own,2,skilled,1,none,yes,good
LON492,0<=X<200,27,no credits/all paid,business,914980,Less than 10000,>=7,2,female div/dep/mar,none,4,no known property,42,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON493,no checking,6,critical/other existing credit,radio/tv,136070,10000 - 49999,1<=X<4,1,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,none,yes,good
LON494,0<=X<200,6,existing paid,radio/tv,40480,No Savings,>=7,4,male single,none,4,life insurance,38,none,own,1,skilled,1,none,yes,good
LON495,<0,12,critical/other existing credit,new car,233420,Less than 10000,1<=X<4,3,male single,none,2,real estate,39,none,rent,2,unskilled resident,2,none,no,good
LON496,<0,24,existing paid,furniture/equipment,329560,No Savings,1<=X<4,2,male mar/wid,none,4,car,20,none,own,1,skilled,1,none,yes,bad
LON497,0<=X<200,36,existing paid,furniture/equipment,993740,10000 - 49999,<1,4,male single,co applicant,1,no known property,29,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON498,no checking,24,critical/other existing credit,furniture/equipment,174350,Less than 10000,4<=X<7,4,male single,none,3,life insurance,40,none,own,2,skilled,1,none,yes,good
LON499,0<=X<200,18,existing paid,radio/tv,143110,Less than 10000,>=7,4,male mar/wid,guarantor,2,real estate,32,none,own,1,unskilled resident,1,none,yes,good
LON500,>=200,6,critical/other existing credit,new car,145530,10000 - 49999,>=7,2,male div/sep,none,4,car,28,none,own,2,skilled,2,yes,yes,good
LON501,<0,24,existing paid,new car,343530,Less than 10000,<1,4,female div/dep/mar,none,1,life insurance,27,none,own,1,skilled,1,none,yes,bad
LON502,<0,36,existing paid,used car,604230,Less than 10000,>=7,2,male single,none,4,no known property,42,none,for free,1,skilled,2,none,yes,good
LON503,>=200,9,existing paid,radio/tv,123860,10000 - 49999,>=7,2,male div/sep,none,4,real estate,49,none,own,1,skilled,1,none,yes,good
LON504,0<=X<200,24,critical/other existing credit,radio/tv,133760,10000 - 49999,<1,4,male single,none,4,no known property,38,bank,own,2,skilled,2,none,yes,bad
LON505,<0,24,existing paid,new car,132770,Less than 10000,<1,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,bad
LON506,no checking,10,existing paid,new car,143990,No Savings,1<=X<4,4,male single,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,none,yes,bad
LON507,>=200,15,critical/other existing credit,used car,259600,50000 - 99999,1<=X<4,2,male single,none,2,car,36,none,own,1,skilled,1,yes,yes,good
LON508,0<=X<200,15,all paid,new car,753500,10000 - 49999,unemployed,1,male single,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,2,yes,yes,bad
LON509,no checking,24,existing paid,radio/tv,155430,Less than 10000,1<=X<4,4,male mar/wid,none,2,life insurance,28,none,own,1,skilled,1,none,yes,good
LON510,no checking,39,existing paid,used car,944680,10000 - 49999,>=7,4,male single,none,2,car,45,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON511,<0,12,existing paid,new car,83490,Less than 10000,4<=X<7,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,bad
LON512,no checking,36,existing paid,used car,515460,Less than 10000,1<=X<4,2,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON513,>=200,15,existing paid,business,295570,Less than 10000,4<=X<7,2,male single,none,4,life insurance,26,none,rent,1,skilled,1,yes,yes,good
LON514,0<=X<200,12,delayed previously,radio/tv,64350,Less than 10000,1<=X<4,4,male mar/wid,co applicant,4,real estate,20,none,rent,2,skilled,1,none,yes,good
LON515,no checking,24,existing paid,new car,248050,No Savings,<1,4,male single,none,1,life insurance,54,none,own,1,skilled,1,none,yes,good
LON516,<0,6,critical/other existing credit,new car,66990,Less than 10000,4<=X<7,4,female div/dep/mar,none,3,life insurance,37,none,own,2,skilled,1,none,no,good
LON517,<0,6,critical/other existing credit,new car,149710,Less than 10000,<1,2,male single,none,4,real estate,40,none,own,1,unskilled resident,2,none,no,good
LON518,no checking,36,critical/other existing credit,furniture/equipment,783970,Less than 10000,<1,2,female div/dep/mar,none,4,life insurance,23,none,rent,2,skilled,1,yes,yes,bad
LON519,<0,6,existing paid,new car,132330,10000 - 49999,>=7,3,male single,none,2,life insurance,43,none,own,1,skilled,1,yes,yes,good
LON520,no checking,6,critical/other existing credit,radio/tv,77000,No Savings,>=7,4,male single,none,4,no known property,36,none,for free,2,skilled,1,none,yes,good
LON521,no checking,24,critical/other existing credit,repairs,605770,Less than 10000,>=7,3,male single,none,4,no known property,44,none,for free,2,skilled,1,none,yes,good
LON522,<0,18,existing paid,radio/tv,350900,Less than 10000,1<=X<4,2,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,yes,bad
LON523,<0,48,no credits/all paid,furniture/equipment,783090,Less than 10000,1<=X<4,3,male single,none,4,no known property,53,none,for free,2,skilled,2,none,yes,bad
LON524,no checking,24,existing paid,used car,383680,10000 - 49999,4<=X<7,3,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes,good
LON525,0<=X<200,18,existing paid,radio/tv,122430,Less than 10000,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,26,none,own,1,unskilled resident,2,none,yes,good
LON526,0<=X<200,26,existing paid,used car,876260,Less than 10000,<1,2,male single,none,3,car,30,none,own,2,skilled,1,none,yes,good
LON527,no checking,15,critical/other existing credit,education,168520,10000 - 49999,1<=X<4,4,female div/dep/mar,none,3,car,31,none,own,1,skilled,1,none,yes,good
LON528,no checking,4,critical/other existing credit,radio/tv,165330,Less than 10000,4<=X<7,2,male single,none,1,real estate,42,none,own,2,unskilled resident,2,none,yes,good
LON529,<0,36,existing paid,radio/tv,253220,Less than 10000,1<=X<4,4,male div/sep,none,4,car,31,none,rent,1,skilled,1,none,yes,bad
LON530,<0,6,existing paid,new car,72820,Less than 10000,<1,3,male single,none,4,real estate,41,none,own,1,unskilled resident,2,yes,yes,good
LON531,0<=X<200,36,existing paid,education,250030,Less than 10000,4<=X<7,3,male single,none,1,car,32,none,own,2,skilled,2,none,yes,good
LON532,0<=X<200,15,existing paid,new car,289410,10000 - 49999,1<=X<4,2,female div/dep/mar,none,4,car,28,none,rent,2,skilled,1,yes,yes,bad
LON533,no checking,12,delayed previously,used car,165330,Less than 10000,1<=X<4,4,male mar/wid,none,4,real estate,41,none,rent,1,skilled,1,none,yes,good
LON534,no checking,24,existing paid,radio/tv,144210,10000 - 49999,4<=X<7,4,male mar/wid,none,3,life insurance,26,none,own,1,skilled,1,yes,yes,good
LON535,no checking,24,existing paid,radio/tv,341550,No Savings,<1,4,male single,none,2,car,25,none,own,2,skilled,1,none,yes,good
LON536,>=200,21,critical/other existing credit,education,255090,Less than 10000,<1,2,male div/sep,none,1,car,33,none,rent,1,skilled,1,none,yes,bad
LON537,<0,6,existing paid,new car,151140,No Savings,unemployed,4,female div/dep/mar,none,3,life insurance,75,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON538,0<=X<200,18,critical/other existing credit,furniture/equipment,397320,Less than 10000,>=7,3,female div/dep/mar,none,4,life insurance,37,none,own,1,skilled,1,yes,yes,good
LON539,<0,48,existing paid,new car,853930,Less than 10000,>=7,4,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
LON540,>=200,18,existing paid,furniture/equipment,335390,Less than 10000,<1,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,yes,good
